-5.179998126436836259e+01 -5.150653647417560421e+01 -5.123846050224850046e+01 -5.099956024679578093e+01 -5.079355812755874666e+01 -5.062393370335442455e+01 -5.049375252078079512e+01 -5.040549695911683159e+01 -5.036091671713842288e+01 -5.036091671713842288e+01 -5.040549695911683159e+01 -5.049375252078079512e+01 -5.062393370335442455e+01 -5.079355812755874666e+01 -5.099956024679578093e+01 -5.123846050224850046e+01 -5.150653647417560421e+01 -5.179998126436836259e+01
-5.168894134072451152e+01 -5.138242607678142804e+01 -5.110675985303658564e+01 -5.086168110043281843e+01 -5.065069048052690448e+01 -5.047696489272271947e+01 -5.034366368546606196e+01 -5.025329431520178503e+01 -5.020763659900865150e+01 -5.020763659900865150e+01 -5.025329431520178503e+01 -5.034366368546606196e+01 -5.047696489272271947e+01 -5.065069048052690448e+01 -5.086168110043281843e+01 -5.110675985303658564e+01 -5.138242607678143514e+01 -5.168894134072451152e+01
-5.165801052855998421e+01 -5.135258769646260646e+01 -5.107446468460285871e+01 -5.082768260805094940e+01 -5.061501239579794031e+01 -5.044008196862968418e+01 -5.030579113783205969e+01 -5.021478466222787773e+01 -5.016880366693818871e+01 -5.016880366693818871e+01 -5.021478466222787773e+01 -5.030579113783205969e+01 -5.044008196862968418e+01 -5.061501239579794031e+01 -5.082768260805094940e+01 -5.107446468460285871e+01 -5.135258769646260646e+01 -5.165801052855998421e+01
-5.166109605157188867e+01 -5.135672535997980503e+01 -5.107981457362078004e+01 -5.083327780299710952e+01 -5.062083536681303997e+01 -5.044615058736957280e+01 -5.031206710698923956e+01 -5.022122875234281736e+01 -5.017529871370332728e+01 -5.017529871370332728e+01 -5.022122875234281736e+01 -5.031206710698923956e+01 -5.044615058736957280e+01 -5.062083536681303997e+01 -5.083327780299710952e+01 -5.107981457362078004e+01 -5.135672535997980503e+01 -5.166109605157188867e+01
-5.170708992435996976e+01 -5.140674059013291952e+01 -5.113253790089647310e+01 -5.088840953600659844e+01 -5.067831730246234656e+01 -5.050541068713285142e+01 -5.037285032694083498e+01 -5.028298960619490288e+01 -5.023762248681827458e+01 -5.023762248681827458e+01 -5.028298960619490288e+01 -5.037285032694083498e+01 -5.050541068713285142e+01 -5.067831730246236077e+01 -5.088840953600659844e+01 -5.113253790089647310e+01 -5.140674059013291952e+01 -5.170708992435996976e+01
-5.179046688112690333e+01 -5.149493628451162408e+01 -5.122567281590382038e+01 -5.098596027357256588e+01 -5.077949000404902336e+01 -5.060979286189763826e+01 -5.047964710124531962e+01 -5.039145285089806237e+01 -5.034693651426697159e+01 -5.034693651426697159e+01 -5.039145285089806237e+01 -5.047964710124531962e+01 -5.060979286189763826e+01 -5.077949000404902336e+01 -5.098596027357256588e+01 -5.122567281590382038e+01 -5.149493628451162408e+01 -5.179046688112690333e+01
-5.191066476921928086e+01 -5.162192746585344594e+01 -5.135863912565093159e+01 -5.112441996732310656e+01 -5.092304345894336848e+01 -5.075744864245405097e+01 -5.063051495834136517e+01 -5.054458761167146719e+01 -5.050120050188119336e+01 -5.050120050188119336e+01 -5.054458761167146719e+01 -5.063051495834136517e+01 -5.075744864245405097e+01 -5.092304345894336848e+01 -5.112441996732310656e+01 -5.135863912565093159e+01 -5.162192746585344594e+01 -5.191066476921928086e+01
-5.206541912488866330e+01 -5.178458793513912184e+01 -5.152877115083695969e+01 -5.130146766069795206e+01 -5.110595960975904006e+01 -5.094535693164669965e+01 -5.082241521434073661e+01 -5.073917865477430666e+01 -5.069718879011361423e+01 -5.069718879011361423e+01 -5.073917865477430666e+01 -5.082241521434073661e+01 -5.094535693164669965e+01 -5.110595960975904006e+01 -5.130146766069795206e+01 -5.152877115083695969e+01 -5.178458793513912184e+01 -5.206541912488866330e+01
-5.224896856783284704e+01 -5.197677224548938568e+01 -5.172912406522886641e+01 -5.150932230818693824e+01 -5.132063885594543251e+01 -5.116578517311968710e+01 -5.104720272987911756e+01 -5.096707738867502258e+01 -5.092661465798462928e+01 -5.092661465798462928e+01 -5.096707738867503679e+01 -5.104720272987911756e+01 -5.116578517311968710e+01 -5.132063885594543251e+01 -5.150932230818693824e+01 -5.172912406522886641e+01 -5.197677224548938568e+01 -5.224896856783284704e+01
-5.246195325334081616e+01 -5.219935234114394973e+01 -5.196085067360157694e+01 -5.174942618084972423e+01 -5.156802918480180864e+01 -5.141925580409527896e+01 -5.130561048161893467e+01 -5.122871626850752591e+01 -5.118993143024002279e+01 -5.118993143024002279e+01 -5.122871626850752591e+01 -5.130561048161893467e+01 -5.141925580409527896e+01 -5.156802918480180864e+01 -5.174942618084972423e+01 -5.196085067360157694e+01 -5.219935234114394973e+01 -5.246195325334081616e+01
