-2.537088790777352898e+01 -2.512147114310729989e+01 -2.488991459407372275e+01 -2.467853267712689203e+01 -2.448961743524845502e+01 -2.432537247465583619e+01 -2.418784022233477771e+01 -2.407882647113336105e+01 -2.399982726020443025e+01 -2.395196376108174618e+01 -2.393593079256087464e+01 -2.395196376108174618e+01 -2.399982726020443025e+01 -2.407882647113336105e+01 -2.418784022233477771e+01 -2.432537247465583619e+01 -2.448961743524845502e+01 -2.467853267712689203e+01 -2.488991459407372275e+01 -2.512147114310729989e+01 -2.537088790777352898e+01
-2.481589667953460676e+01 -2.449906205433516249e+01 -2.423564984491889618e+01 -2.399924349675664459e+01 -2.379057690105272016e+01 -2.360947676759515801e+01 -2.345817139189114897e+01 -2.333818064000727688e+01 -2.325125961962067578e+01 -2.319855320753240591e+01 -2.318088709900069233e+01 -2.319855320753240946e+01 -2.325125961962067578e+01 -2.333818064000727688e+01 -2.345817139189114897e+01 -2.360947676759515801e+01 -2.379057690105272016e+01 -2.399924349675664459e+01 -2.423564984491889618e+01 -2.449906205433516249e+01 -2.481589667953460676e+01
-2.453690986701347043e+01 -2.422967963180594353e+01 -2.395029315071946385e+01 -2.369924723231072505e+01 -2.347815218552827687e+01 -2.328628214155873621e+01 -2.312609120065226165e+01 -2.299927041931859151e+01 -2.290720343397376624e+01 -2.285147657967521084e+01 -2.283274619052473398e+01 -2.285147657967521084e+01 -2.290720343397376624e+01 -2.299927041931859151e+01 -2.312609120065226875e+01 -2.328628214155873621e+01 -2.347815218552827687e+01 -2.369924723231072505e+01 -2.395029315071946385e+01 -2.422967963180594353e+01 -2.453690986701347043e+01
-2.422124816439495021e+01 -2.390529380126094949e+01 -2.361420266948107027e+01 -2.335274507027590829e+01 -2.311937223991201051e+01 -2.291728231983556796e+01 -2.274767525833082260e+01 -2.261328606465056623e+01 -2.251562649086019974e+01 -2.245649869645379226e+01 -2.243660677123817138e+01 -2.245649869645379226e+01 -2.251562649086019974e+01 -2.261328606465056623e+01 -2.274767525833082615e+01 -2.291728231983556796e+01 -2.311937223991201051e+01 -2.335274507027590829e+01 -2.361420266948107027e+01 -2.390529380126094949e+01 -2.422124816439495021e+01
-2.393651123257057378e+01 -2.361562751410058070e+01 -2.331675148432896094e+01 -2.304327246854040112e+01 -2.279945969208095846e+01 -2.258659457996037290e+01 -2.240763262938882860e+01 -2.226555795804485882e+01 -2.216223481634772696e+01 -2.209963540634610624e+01 -2.207856263877440739e+01 -2.209963540634610624e+01 -2.216223481634772696e+01 -2.226555795804485882e+01 -2.240763262938882860e+01 -2.258659457996037290e+01 -2.279945969208095846e+01 -2.304327246854040112e+01 -2.331675148432896094e+01 -2.361562751410058070e+01 -2.393651123257057378e+01
-2.365351134460600946e+01 -2.332096010982475676e+01 -2.300996192519934880e+01 -2.272556178065894628e+01 -2.246959035971573115e+01 -2.224552320856892607e+01 -2.205721116636378909e+01 -2.190703837201327531e+01 -2.179793744593590432e+01 -2.173153685414718694e+01 -2.170934722075989498e+01 -2.173153685414718694e+01 -2.179793744593590432e+01 -2.190703837201327531e+01 -2.205721116636379264e+01 -2.224552320856893317e+01 -2.246959035971573115e+01 -2.272556178065894628e+01 -2.300996192519934880e+01 -2.332096010982475676e+01 -2.365351134460601301e+01
-2.339261938069678592e+01 -2.304981559353950615e+01 -2.272800308085754395e+01 -2.243111272446579108e+01 -2.216314285500897796e+01 -2.192854373611485741e+01 -2.173040077181893537e+01 -2.157243944320505236e+01 -2.145728789558766181e+01 -2.138715021198286692e+01 -2.136369464953287434e+01 -2.138715021198286692e+01 -2.145728789558766181e+01 -2.157243944320505236e+01 -2.173040077181893537e+01 -2.192854373611485741e+01 -2.216314285500898151e+01 -2.243111272446579108e+01 -2.272800308085754395e+01 -2.304981559353950615e+01 -2.339261938069678592e+01
-2.314876729752832674e+01 -2.279343405040517112e+01 -2.245896577683081574e+01 -2.215035578833773755e+01 -2.187098273254891723e+01 -2.162520754171141135e+01 -2.141753161180061227e+01 -2.125141237342109690e+01 -2.113009372409509723e+01 -2.105634959951680685e+01 -2.103151091751171720e+01 -2.105634959951680685e+01 -2.113009372409509723e+01 -2.125141237342109690e+01 -2.141753161180061227e+01 -2.162520754171141135e+01 -2.187098273254891723e+01 -2.215035578833773755e+01 -2.245896577683081574e+01 -2.279343405040517112e+01 -2.314876729752832674e+01
-2.292947160013569174e+01 -2.256310221173667685e+01 -2.221737901351916733e+01 -2.189677403717034920e+01 -2.160590126373664788e+01 -2.134986310972152168e+01 -2.113273981432904236e+01 -2.095879990676152005e+01 -2.083181110240081679e+01 -2.075442801377474211e+01 -2.072847549302949588e+01 -2.075442801377474211e+01 -2.083181110240081679e+01 -2.095879990676152005e+01 -2.113273981432904236e+01 -2.134986310972152168e+01 -2.160590126373664788e+01 -2.189677403717034920e+01 -2.221737901351916733e+01 -2.256310221173667685e+01 -2.292947160013569174e+01
-2.273612323954232650e+01 -2.235855766551372170e+01 -2.200210614539356513e+01 -2.167082858623720654e+01 -2.136968315258731010e+01 -2.110367684897580531e+01 -2.087777094736125605e+01 -2.069670393746833170e+01 -2.056424588917624163e+01 -2.048340202684939726e+01 -2.045629817100380521e+01 -2.048340202684939726e+01 -2.056424588917624163e+01 -2.069670393746833170e+01 -2.087777094736125605e+01 -2.110367684897580531e+01 -2.136968315258731010e+01 -2.167082858623720654e+01 -2.200210614539356513e+01 -2.235855766551372170e+01 -2.273612323954232650e+01
