-1.050000000000000044e+00 -1.050000000000000044e+00 -1.050000000000000044e+00 -1.050000000000000044e+00 -1.050000000000000044e+00 -1.050000000000000044e+00 -1.050000000000000044e+00 -1.050000000000000044e+00 -1.050000000000000044e+00 -1.050000000000000044e+00 -1.050000000000000044e+00 -1.050000000000000044e+00 -1.050000000000000044e+00 -1.050000000000000044e+00
-8.166666666666666519e-01 -8.166666666666666519e-01 -8.166666666666666519e-01 -8.166666666666666519e-01 -8.166666666666666519e-01 -8.166666666666666519e-01 -8.166666666666666519e-01 -8.166666666666666519e-01 -8.166666666666666519e-01 -8.166666666666666519e-01 -8.166666666666666519e-01 -8.166666666666666519e-01 -8.166666666666666519e-01 -8.166666666666666519e-01
-5.833333333333333703e-01 -5.833333333333333703e-01 -5.833333333333333703e-01 -5.833333333333333703e-01 -5.833333333333333703e-01 -5.833333333333333703e-01 -5.833333333333333703e-01 -5.833333333333333703e-01 -5.833333333333333703e-01 -5.833333333333333703e-01 -5.833333333333333703e-01 -5.833333333333333703e-01 -5.833333333333333703e-01 -5.833333333333333703e-01
-3.500000000000000888e-01 -3.500000000000000888e-01 -3.500000000000000888e-01 -3.500000000000000888e-01 -3.500000000000000888e-01 -3.500000000000000888e-01 -3.500000000000000888e-01 -3.500000000000000888e-01 -3.500000000000000888e-01 -3.500000000000000888e-01 -3.500000000000000888e-01 -3.500000000000000888e-01 -3.500000000000000888e-01 -3.500000000000000888e-01
-1.166666666666666963e-01 -1.166666666666666963e-01 -1.166666666666666963e-01 -1.166666666666666963e-01 -1.166666666666666963e-01 -1.166666666666666963e-01 -1.166666666666666963e-01 -1.166666666666666963e-01 -1.166666666666666963e-01 -1.166666666666666963e-01 -1.166666666666666963e-01 -1.166666666666666963e-01 -1.166666666666666963e-01 -1.166666666666666963e-01
1.166666666666666963e-01 1.166666666666666963e-01 1.166666666666666963e-01 1.166666666666666963e-01 1.166666666666666963e-01 1.166666666666666963e-01 1.166666666666666963e-01 1.166666666666666963e-01 1.166666666666666963e-01 1.166666666666666963e-01 1.166666666666666963e-01 1.166666666666666963e-01 1.166666666666666963e-01 1.166666666666666963e-01
3.499999999999998668e-01 3.499999999999998668e-01 3.499999999999998668e-01 3.499999999999998668e-01 3.499999999999998668e-01 3.499999999999998668e-01 3.499999999999998668e-01 3.499999999999998668e-01 3.499999999999998668e-01 3.499999999999998668e-01 3.499999999999998668e-01 3.499999999999998668e-01 3.499999999999998668e-01 3.499999999999998668e-01
5.833333333333332593e-01 5.833333333333332593e-01 5.833333333333332593e-01 5.833333333333332593e-01 5.833333333333332593e-01 5.833333333333332593e-01 5.833333333333332593e-01 5.833333333333332593e-01 5.833333333333332593e-01 5.833333333333332593e-01 5.833333333333332593e-01 5.833333333333332593e-01 5.833333333333332593e-01 5.833333333333332593e-01
8.166666666666666519e-01 8.166666666666666519e-01 8.166666666666666519e-01 8.166666666666666519e-01 8.166666666666666519e-01 8.166666666666666519e-01 8.166666666666666519e-01 8.166666666666666519e-01 8.166666666666666519e-01 8.166666666666666519e-01 8.166666666666666519e-01 8.166666666666666519e-01 8.166666666666666519e-01 8.166666666666666519e-01
1.050000000000000044e+00 1.050000000000000044e+00 1.050000000000000044e+00 1.050000000000000044e+00 1.050000000000000044e+00 1.050000000000000044e+00 1.050000000000000044e+00 1.050000000000000044e+00 1.050000000000000044e+00 1.050000000000000044e+00 1.050000000000000044e+00 1.050000000000000044e+00 1.050000000000000044e+00 1.050000000000000044e+00
